Symbol,Name,Country,IPO Year,Volume,Sector,Industry
BMA,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),Argentina,,548321,Finance,Commercial Banks
BMBL,Bumble Inc. Class A Common Stock,United States,2021,1730874,Technology,Computer Software: Programming Data Processing
BME,Blackrock Health Sciences Trust,United States,2005,48592,Finance,Trusts Except Educational Religious and Charitable
BMEA,Biomea Fusion Inc. Common Stock,United States,2021,731482,Health Care,Biotechnology: Pharmaceutical Preparations
BMEZ,BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,,2020,322080,Finance,Trusts Except Educational Religious and Charitable
BMI,Badger Meter Inc. Common Stock,United States,1971,236719,Industrials,Industrial Machinery/Components
BML^G,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock  Series 1),United States,,4424,,
BML^H,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 2),United States,,26029,,
BML^J,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 4),United States,,18588,,
BML^L,Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series 5),United States,,10162,,
BMN,BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,,2022,20107,Finance,Trusts Except Educational Religious and Charitable
BMO,Bank Of Montreal Common Stock,Canada,,998905,Finance,Commercial Banks
BMR,Beamr Imaging Ltd. Ordinary Share,Israel,2023,314385,Technology,Computer Software: Prepackaged Software
BMRA,Biomerica Inc. Common Stock,United States,,103240,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
BMRC,Bank of Marin Bancorp Common Stock,United States,,44130,Finance,Major Banks
BMRN,BioMarin Pharmaceutical Inc. Common Stock,United States,1999,2864080,Health Care,Biotechnology: Pharmaceutical Preparations
BMTX,BM Technologies Inc. Common Stock,,2018,278433,Finance,Major Banks
BMY,Bristol-Myers Squibb Company Common Stock,United States,,14674452,Health Care,Biotechnology: Pharmaceutical Preparations
BN,Brookfield Corporation Class A Limited Voting Shares,Canada,1925,1629312,Real Estate,Building operators
BNAI,Brand Engagement Network Inc. Common Stock,United States,2021,118882,Technology,EDP Services
BNED,Barnes & Noble Education Inc Common Stock,United States,2015,23786447,Consumer Discretionary,Other Specialty Stores
BNGO,Bionano Genomics Inc. Common Stock,United States,2018,850797,Industrials,Biotechnology: Laboratory Analytical Instruments
BNH,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,Canada,2020,9974,Real Estate,Building operators
BNIX,Bannix Acquisition Corp. Common Stock,United States,2021,5645,Finance,Blank Checks
BNJ,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,Canada,2020,15152,Real Estate,Building operators
BNL,Broadstone Net Lease Inc. Common Stock,United States,2020,902322,Real Estate,Real Estate Investment Trusts
BNOX,Bionomics Limited American Depository Shares,United States,2021,78159,Health Care,Biotechnology: Pharmaceutical Preparations
BNR,Burning Rock Biotech Limited American Depositary Shares,China,2020,6040,Health Care,Medical Specialities
BNRE,Brookfield Reinsurance Ltd. Class A Exchangeable Limited Voting Shares,,2021,5929,Finance,Property-Casualty Insurers
BNRG,Brenmiller Energy Ltd Ordinary Shares,Israel,,81600,Industrials,Building Products
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,Canada,,2726234,Finance,Major Banks
BNTC,Benitec Biopharma Inc. Common Stock,United States,2015,88289,Health Care,Biotechnology: Pharmaceutical Preparations
BNTX,BioNTech SE American Depositary Share,Germany,2019,897787,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BNY,BlackRock New York Municipal Income Trust,United States,,33572,Finance,Trusts Except Educational Religious and Charitable
BNZI,Banzai International Inc. Class A Common Stock,United States,2021,19586602,Technology,Computer Software: Prepackaged Software
BNZIW,Banzai International Inc. Warrant,United States,2021,2000,Technology,Computer Software: Prepackaged Software
BOC,Boston Omaha Corporation Class A Common Stock,United States,2022,228335,Finance,Real Estate
BOCN,Blue Ocean Acquisition Corp Class A Ordinary Shares,United States,2022,105,Finance,Blank Checks
BOCNW,Blue Ocean Acquisition Corp Warrants,United States,2022,20000,Finance,Blank Checks
BODI,The Beachbody Company Inc. Class A Common Stock,United States,2021,19047,Consumer Discretionary,Other Consumer Services
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,United States,2005,218835,Finance,Trusts Except Educational Religious and Charitable
BOF,BranchOut Food Inc. Common Stock,United States,2023,66547,Consumer Staples,Packaged Foods
BOH,Bank of Hawaii Corporation Common Stock,United States,,209402,Finance,Major Banks
BOH^A,Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,7284,,
BOKF,BOK Financial Corporation Common Stock,United States,,138051,Finance,Major Banks
BOLD,Boundless Bio Inc. Common Stock,United States,2024,117276,Health Care,Biotechnology: Pharmaceutical Preparations
BOLT,Bolt Biotherapeutics Inc. Common Stock,United States,2021,193194,Health Care,Biotechnology: Pharmaceutical Preparations
BON,Bon Natural Life Limited Ordinary Shares,China,2021,18692,Health Care, Medicinal Chemicals and Botanical Products 
BOOM,DMC Global Inc. Common Stock,United States,,260422,Industrials,Industrial Specialties
BOOT,Boot Barn Holdings Inc. Common Stock,United States,2014,655132,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BORR,Borr Drilling Limited Common Shares,,2019,3039877,Energy,Oil & Gas Production
BOSC,B.O.S. Better Online Solutions Common Stock,Israel,,1112,Telecommunications,Computer Communications Equipment
BOTJ,Bank of the James Financial Group Inc. Common Stock,United States,,1862,Finance,Major Banks
BOW,Bowhead Specialty Holdings Inc. Common Stock,,2024,555135,Finance,Property-Casualty Insurers
BOWL,Bowlero Corp. Class A Common Stock,United States,2021,807014,Consumer Discretionary,Services-Misc. Amusement & Recreation
BOWN,Bowen Acquisition Corp Ordinary Shares,United States,2023,138783,,
BOWNR,Bowen Acquisition Corp Rights,United States,2023,122802,,
BOX,Box Inc. Class A Common Stock,United States,2015,3608178,Technology,Computer Software: Prepackaged Software
BOXL,Boxlight Corporation Class A Common Stock,United States,2017,24777,Real Estate,Other Consumer Services
BP,BP p.l.c. Common Stock,United Kingdom,,8891740,Energy,Integrated oil Companies
BPMC,Blueprint Medicines Corporation Common Stock,United States,2015,756819,Health Care,Biotechnology: Pharmaceutical Preparations
BPOP,Popular Inc. Common Stock,United States,,183085,Finance,Major Banks
BPOPM,Popular Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities,United States,,1182,Finance,Major Banks
BPRN,Princeton Bancorp Inc. Common Stock (PA),United States,,5216,Finance,Major Banks
BPT,BP Prudhoe Bay Royalty Trust Common Stock,United States,,109749,Energy,Integrated oil Companies
BPTH,Bio-Path Holdings Inc. Common Stock,United States,,66706,Health Care,Biotechnology: Pharmaceutical Preparations
BPYPM,Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units Series 1,Bermuda,,34626,Finance,Real Estate
BPYPN,Brookfield Property Partners L.P. 5.750% Class A Cumulative Redeemable Perpetual Preferred Units Series 3,Bermuda,,33337,Finance,Real Estate
BPYPO,Brookfield Property Partners L.P. 6.375% Class A Cumulative Redeemable Perpetual Preferred Units Series 2,Bermuda,,9822,Finance,Real Estate
BPYPP,Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,Bermuda,,14748,Finance,Real Estate
BQ,Boqii Holding Limited American Depositary Shares representing Class A Ordinary Shares,,2020,1916256,Consumer Discretionary,Other Specialty Stores
BR,Broadridge Financial Solutions Inc. Common Stock,United States,,737428,Consumer Discretionary,Business Services
BRAG,Bragg Gaming Group Inc. Common Shares,Canada,,44721,Technology,Office Equipment/Supplies/Services
BRBR,BellRing Brands Inc. Common Stock ,United States,2022,737710,Consumer Staples,Packaged Foods
BRBS,Blue Ridge Bankshares Inc. Common Stock,United States,,64368,Finance,Major Banks
BRC,Brady Corporation Common Stock,United States,,336838,Consumer Discretionary,Miscellaneous manufacturing industries
BRCC,BRC Inc. Class A Common Stock,United States,2022,1288109,Consumer Staples,Beverages (Production/Distribution)
BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock,United States,2021,140740,Finance,Investment Managers
BREA,Brera Holdings PLC Class B Ordinary Shares,Ireland,2023,14007,Consumer Discretionary,Services-Misc. Amusement & Recreation
BRFH,Barfresh Food Group Inc. Common Stock,United States,,9540,Consumer Staples,Packaged Foods
BRFS,BRF S.A.,Brazil,,2383946,Consumer Staples,Meat/Poultry/Fish
BRID,Bridgford Foods Corporation Common Stock,United States,,4679,Consumer Staples,Specialty Foods
BRK/A,Berkshire Hathaway Inc.,United States,,17556,,
BRK/B,Berkshire Hathaway Inc.,United States,,3321863,,
BRKH,BurTech Acquisition Corp. Class A Common Stock,United States,2022,148,Finance,Blank Checks
BRKHW,BurTech Acquisition Corp. Warrants,United States,2022,31809,Finance,Blank Checks
BRKL,Brookline Bancorp Inc. Common Stock,United States,,300089,Finance,Savings Institutions
BRKR,Bruker Corporation Common Stock,United States,,556346,Industrials,Biotechnology: Laboratory Analytical Instruments
BRLS,Borealis Foods Inc. Class A Common Shares,Kazakhstan,2021,48402,Consumer Staples,Packaged Foods
BRLSW,Borealis Foods Inc. Warrant,Kazakhstan,2021,66822,Consumer Staples,Packaged Foods
BRLT,Brilliant Earth Group Inc. Class A Common Stock,United States,2021,62925,Consumer Discretionary,Consumer Specialties
BRN,Barnwell Industries Inc. Common Stock,United States,1965,2765,Energy,Oil & Gas Production
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,United Kingdom,2021,7595,Health Care,Biotechnology: Pharmaceutical Preparations
BRO,Brown & Brown Inc. Common Stock,United States,,1568807,Finance,Specialty Insurers
BROG,Brooge Energy Limited Ordinary Shares,United Kingdom,2018,79621,Energy,Integrated oil Companies
BROGW,Brooge Holdings Limited Warrant expiring 12/20/2024,United Kingdom,2018,1010,Energy,Integrated oil Companies
BROS,Dutch Bros Inc. Class A Common Stock,United States,2021,2531819,Consumer Discretionary,Restaurants
BRSH,Bruush Oral Care Inc. Common Stock,Canada,2022,33948585,,
BRSHW,Bruush Oral Care Inc. Warrant,Canada,2022,2672,,
BRSP,BrightSpire Capital Inc. Class A Common Stock,United States,2018,1177979,Real Estate,Real Estate Investment Trusts
BRT,BRT Apartments Corp. (MD) Common Stock,United States,,26951,Real Estate,Real Estate Investment Trusts
BRTX,BioRestorative Therapies Inc. Common Stock (NV),United States,,45745,Health Care,Managed Health Care
BRW,Saba Capital Income & Opportunities Fund SBI,United States,,84932,Finance,Trusts Except Educational Religious and Charitable
BRX,Brixmor Property Group Inc. Common Stock,United States,2013,1444608,Real Estate,Real Estate Investment Trusts
BRY,Berry Corporation (bry) Common Stock,United States,2018,928675,Energy,Oil & Gas Production
BRZE,Braze Inc. Class A Common Stock,United States,2021,770709,Technology,Computer Software: Prepackaged Software
BSAC,Banco Santander - Chile ADS,Chile,,213454,Finance,Commercial Banks
BSBK,Bogota Financial Corp. Common Stock,United States,2020,3137,,
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,Brazil,2009,852327,Finance,Commercial Banks
BSET,Bassett Furniture Industries Incorporated Common Stock,United States,,56232,Consumer Discretionary,Home Furnishings
BSFC,Blue Star Foods Corp. Common Stock,United States,,176967,,
BSGM,BioSig Technologies Inc. Common Stock,United States,,423077,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSIG,BrightSphere Investment Group Inc. Common Stock,United Kingdom,2014,209120,Finance,Finance/Investors Services
BSL,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,United States,2010,33336,Finance,Trusts Except Educational Religious and Charitable
BSM,Black Stone Minerals L.P. Common units representing limited partner interests,United States,2015,829606,Energy,Oil & Gas Production
BSRR,Sierra Bancorp Common Stock,United States,,12516,Finance,Major Banks
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,United States,2014,99979,Finance,Finance Companies
BSTZ,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,,2019,644085,Finance,Trusts Except Educational Religious and Charitable
BSVN,Bank7 Corp. Common stock,United States,2018,15853,Finance,Major Banks
BSX,Boston Scientific Corporation Common Stock,United States,,4252437,Health Care,Medical/Dental Instruments
BSY,Bentley Systems Incorporated Class B Common Stock,United States,2020,1648837,Technology,Computer Software: Prepackaged Software
BTA,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,United States,2006,10209,Finance,Trusts Except Educational Religious and Charitable
BTAI,BioXcel Therapeutics Inc. Common Stock,United States,2018,563392,Health Care,Biotechnology: Pharmaceutical Preparations
BTBD,BT Brands Inc. Common Stock,United States,2021,85,Consumer Discretionary,Restaurants
BTBT,Bit Digital Inc. Ordinary Shares,United States,2018,5842812,Finance,Finance: Consumer Services
BTCM,BIT Mining Limited ADS,,2013,85452,Technology,EDP Services
BTCS,BTCS Inc. Common Stock,United States,,178234,Finance,Finance: Consumer Services
BTCT,BTC Digital Ltd. Ordinary Shares,China,,14653,Real Estate,Other Consumer Services
BTCTW,BTC Digital Ltd. Warrant,China,,110411,Real Estate,Other Consumer Services
BTCY,Biotricity Inc. Common Stock,United States,,52172,Health Care,Medical/Dental Instruments
BTDR,Bitdeer Technologies Group Class A Ordinary Shares,Singapore,,437761,Finance,Finance: Consumer Services
BTE,Baytex Energy Corp Common Shares,Canada,2023,12068732,Consumer Staples,Meat/Poultry/Fish
BTG,B2Gold Corp Common shares (Canada),Canada,,12183342,Basic Materials,Precious Metals
BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,United Kingdom,1998,2720710,Health Care, Medicinal Chemicals and Botanical Products 
